BuildingClass,ZoningClassification,StreetFrontage,PlotSize,StreetType,AlleyAccess,PlotShape,LandFlatness,UtilitiesAvailable,PlotConfiguration,PlotSlope,BusinessDistrict,Proximity1,Proximity2,BuildingType,BuildingStyle,BuildingGrade,BuildingCondition,ConstructionYear,RenovationYear,RoofType,RoofMaterial,ExteriorCovering1,ExteriorCovering2,ExteriorFinishType,ExteriorFinishArea,ExteriorQuality,ExteriorCondition,FoundationType,BasementQuality,BasementCondition,BasementExposure,BasementFinishType1,FinishedBasementArea1,BasementFinishType2,FinishedBasementArea2,UnfinishedBasementArea,BasementArea,HeatingType,HeatingQuality,CentralAirConditioning,ElectricalSystem,GroundFloorArea,UpperFloorArea,LowQualityArea,OfficeSpace,BasementRestrooms,BasementHalfRestrooms,Restrooms,HalfRestrooms,MeetingRooms,Pantries,PantryQuality,TotalRooms,FunctionalityRating,ConferenceRooms,ConferenceRoomQuality,ParkingType,ParkingConstructionYear,ParkingFinish,ParkingSpots,ParkingArea,ParkingQuality,ParkingCondition,PavedAccess,TerraceArea,OpenBalconyArea,EnclosedBalconyArea,3SsnPorch,ScreenedArea,RecreationArea,RecreationQuality,Perimeter,MiscellaneousFeature,MiscellaneousValue,MonthListed,YearListed,ListingType,ListingCondition,OfficeCategory
50.0,RL,68.0,6410.0,Pave,,Reg,HLS,AllPub,Corner,Mod,NAmes,Norm,Norm,1Fam,1Story,7.0,5.0,1998.0,1973.0,Gable,CompShg,VinylSd,MetalSd,,0.0,Gd,TA,CBlock,Ex,Gd,No,GLQ,492.0,ALQ,628.5603448300932,0.0,848.0,GasA,Ex,Y,SBrkr,640.0,720.0,0.0,1111.0,1,0,1,1,2,1,Gd,4,Typ,1,,Attchd,1986.0,,3,670.0,TA,TA,Y,250.0,38.0,0.0,0.0,0.0,0.0,,,,0.0,2.0,2009.0,WD,Normal,3
120.0,RL,68.0,6173.906821190449,Pave,,Reg,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,2Story,6.0,5.0,2005.0,2005.0,Gable,CompShg,MetalSd,HdBoard,,128.0,TA,TA,PConc,TA,TA,Gd,Rec,0.0,Unf,0.0,1788.8454394757448,1216.0,GasA,TA,Y,SBrkr,960.0,0.0,0.0,1269.5639108580747,0,0,2,1,4,1,TA,5,Typ,0,NA,Detchd,2005.0,Unf,1,393.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,2009.0,WD,Normal,2
20.0,RL,68.0,9965.659641069873,Pave,,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5.0,5.0,1978.0,1978.0,Gable,CompShg,VinylSd,Plywood,,196.0,TA,TA,PConc,NA,NA,No,Unf,188.50409493820754,Unf,0.0,100.0,866.0,GasA,Ex,Y,SBrkr,1344.0,0.0,0.0,848.0,0,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1988.0,NA,0,0.0,Fa,NA,Y,0.0,38.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2009.0,WD,Normal,0
50.0,RL,79.0,18805.59954861797,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,7.0,5.0,1993.0,1984.0,Hip,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,Gd,TA,No,GLQ,988.0,ALQ,147.56418316749676,292.9081629046789,1365.3687917142377,GasA,Ex,Y,SBrkr,1726.0,0.0,0.0,1715.4553991768832,1,0,2,0,3,2,TA,7,Typ,1,NA,Attchd,1980.0,Fin,2,647.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,650.0,6.0,2009.0,WD,Normal,3
20.0,RL,68.0,10152.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Artery,Norm,1Fam,1Story,4.0,5.0,1969.0,1975.0,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,370.5842200976831,Unf,0.0,434.0,1656.0,GasA,Ex,Y,SBrkr,1711.317438702621,0.0,0.0,1426.0,0,0,1,0,3,1,TA,6,Typ,1,TA,BuiltIn,1960.0,Unf,2,500.0,TA,TA,Y,0.0,0.0,0.0,0.0,192.0,0.0,,,,0.0,10.0,2009.0,WD,Normal,1
90.0,RL,81.0,19944.429099668403,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7.0,5.0,1994.0,1995.0,Gable,CompShg,AsbShng,BrkFace,,258.76540086016047,TA,TA,PConc,TA,TA,No,LwQ,277.1460933073906,Unf,0.0,851.0,978.5004982189512,GasA,TA,Y,SBrkr,1325.0,720.0,0.0,2254.0548886044858,0,0,2,1,4,1,TA,10,Typ,1,,Attchd,1965.0,Fin,2,576.0,TA,TA,Y,155.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,8.0,2007.0,WD,Normal,4
20.0,FV,120.0,22077.201664467506,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6.0,5.0,1967.0,2007.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,38.61940092478876,TA,TA,CBlock,Gd,TA,Mn,ALQ,226.0,Unf,0.0,601.565532572348,1734.0,GasA,TA,Y,SBrkr,1670.0,319.0,0.0,2290.0,0,0,2,0,4,1,Gd,11,Typ,1,Gd,BuiltIn,1969.0,Fin,3,891.2099337966383,TA,TA,Y,0.0,63.0,0.0,0.0,166.39878514212134,0.0,,,,0.0,1.0,2007.0,COD,Normal,4
160.0,RM,115.0,14211.711775231468,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7.0,5.0,1996.0,1995.0,Gable,CompShg,AsbShng,AsphShn,,0.0,Gd,TA,PConc,Gd,TA,Gd,,0.0,Unf,0.0,707.8884992207251,1150.0,GasA,Ex,Y,SBrkr,1094.726570747232,1403.4172377903433,0.0,2633.462533388943,0,0,3,1,4,1,Gd,11,Typ,0,,Detchd,1998.0,RFn,2,626.0,TA,TA,Y,0.0,36.0,0.0,0.0,0.0,0.0,,,,0.0,7.659160537970467,2006.0,New,Normal,4
85.0,RL,95.0,13108.0,Pave,,IR1,Lvl,AllPub,Corner,Mod,BrkSide,Norm,Norm,1Fam,2Story,8.0,5.0,2006.0,2005.0,Gable,WdShake,Wd Sdng,Wd Sdng,,352.0,Gd,TA,CBlock,Gd,TA,Av,Unf,0.0,Unf,0.0,572.0,1248.0,GasA,Ex,Y,SBrkr,1671.0,0.0,0.0,2203.9218798116817,0,0,2,1,2,1,Gd,7,Typ,1,TA,Attchd,2008.0,Fin,2,572.0,TA,TA,Y,100.0,205.33192678024412,0.0,0.0,0.0,0.0,,,,0.0,7.0,2007.0,WD,Normal,4
20.0,RL,114.0,11816.868700559742,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7.0,5.0,2005.0,2008.0,Gable,CompShg,Wd Sdng,Wd Sdng,,178.8500056026915,Gd,TA,Slab,Gd,TA,Av,Unf,0.0,Unf,0.0,406.0,1188.510520124838,GasA,Gd,Y,SBrkr,1276.0,0.0,0.0,1567.0,0,0,2,0,3,1,Gd,6,Typ,1,,Attchd,2004.0,Fin,3,908.666336199844,TA,TA,Y,0.0,17.0,0.0,0.0,0.0,0.0,,,,0.0,8.0,2009.0,WD,Partial,3
20.0,RL,68.0,7744.758819943272,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7.0,8.0,1965.0,1995.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,PConc,Gd,TA,Mn,Rec,0.0,Unf,0.0,656.0,920.0520261756366,GasA,Ex,Y,SBrkr,936.0,525.4284715390799,0.0,1374.119638924028,0,0,1,0,2,1,TA,5,Typ,1,Gd,Attchd,1990.0,RFn,2,550.0,TA,TA,Y,118.04040600632968,0.0,0.0,0.0,0.0,0.0,,,,0.0,11.0,2007.0,WD,Partial,2
160.0,RL,80.0,8400.0,Pave,,Reg,Low,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1.5Fin,7.0,5.0,1962.0,1967.0,Gable,CompShg,Wd Sdng,VinylSd,,0.0,Gd,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,1269.5335011850896,1064.0,GasA,Gd,Y,SBrkr,1660.8961214293051,728.0,0.0,2255.876082476455,1,0,2,1,3,2,Gd,7,Typ,0,NA,BuiltIn,1980.0,Unf,3,650.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,NA,,0.0,5.0,2009.0,COD,Normal,4
60.0,RL,60.0,9360.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6.0,6.0,1972.0,1971.0,Gable,CompShg,MetalSd,VinylSd,,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,521.1235322883672,Unf,0.0,384.0,660.0,GasA,Gd,Y,SBrkr,734.1761330148987,1254.0,0.0,1533.134869233621,0,0,1,1,3,1,TA,7,Typ,1,,,1926.0,Fin,2,400.0,TA,TA,Y,0.0,55.0,174.55142691575767,0.0,0.0,0.0,,,,0.0,2.0,2010.0,WD,Abnorml,0
20.0,RL,100.0,15805.448190960591,Pave,,IR1,Bnk,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5.0,5.0,1900.0,1950.0,Mansard,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,Fa,Fa,No,Unf,0.0,LwQ,496.53802585833967,90.0,882.0,GasA,Fa,Y,FuseA,1488.0,0.0,0.0,1721.0,1,0,1,0,3,1,TA,7,Typ,1,Gd,Attchd,,Unf,1,370.48113987370505,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2008.0,WD,Normal,1
20.0,RL,81.0,10593.897921186634,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,5.0,5.0,1910.0,1950.0,Gable,Tar&Grv,MetalSd,VinylSd,,0.0,TA,TA,CBlock,TA,Gd,Mn,BLQ,712.0,Unf,0.0,295.0,879.8076425824123,GasA,TA,Y,SBrkr,1058.0,0.0,0.0,1008.0,1,0,1,0,2,1,TA,6,Typ,1,Gd,Attchd,1921.0,RFn,1,484.0,TA,TA,Y,24.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,2006.0,WD,Normal,2
50.0,RL,,6180.530059312098,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,1Fam,1Story,6.0,7.0,1965.0,2005.0,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Gd,TA,BrkTil,Gd,TA,No,Unf,0.0,Unf,120.21627106226262,947.7833222887668,1052.0,GasA,Ex,Y,SBrkr,1117.0,0.0,0.0,1480.0,0,0,1,1,3,1,Ex,7,Typ,0,,Detchd,1981.0,Unf,1,0.0,NA,TA,Y,127.26638972305994,50.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2009.0,WD,Partial,0
85.0,RL,68.0,6876.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Artery,Norm,Duplex,1Story,5.0,5.0,1986.0,1956.0,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,186.0,0.0,GasA,TA,Y,SBrkr,546.0,735.8802591046763,0.0,894.0,0,0,2,0,3,1,TA,5,Typ,0,,BuiltIn,1968.0,RFn,2,336.0,TA,TA,Y,252.0,32.0,0.0,0.0,0.0,0.0,,NA,,0.0,2.0,2007.0,WD,Normal,1
50.0,RM,60.0,11311.322814675857,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7.0,5.0,1977.0,1968.0,Gable,CompShg,VinylSd,VinylSd,,96.0,Gd,TA,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,1841.7937395373958,1040.0,GasA,Gd,Y,SBrkr,1152.0,0.0,0.0,1444.0,0,1,2,0,3,1,TA,5,Typ,0,,Attchd,1963.0,RFn,2,588.0,TA,,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2007.0,WD,Normal,3
60.0,RL,92.0,11069.751960150843,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,7.0,5.0,2003.0,2007.0,Gable,CompShg,VinylSd,HdBoard,,120.0,Ex,TA,PConc,Ex,TA,No,GLQ,306.8459420936546,BLQ,130.26491478562616,778.0,1280.3433432443283,GasA,Ex,Y,SBrkr,925.0,1114.979490301706,0.0,1875.4656212060588,0,1,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2007.0,Fin,2,559.2898264206158,TA,TA,Y,0.0,335.292241580253,0.0,0.0,0.0,0.0,,NA,,0.0,5.0,2010.0,WD,Normal,4
60.0,RM,68.0,7000.0,Pave,,IR3,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1Story,5.0,9.0,1895.0,1966.0,Gable,CompShg,AsbShng,HdBoard,,0.0,TA,TA,BrkTil,NA,TA,Mn,Unf,0.0,Unf,0.0,322.0,855.0,GasA,TA,Y,SBrkr,1060.0,0.0,0.0,1330.0,0,0,1,0,3,1,TA,5,Typ,0,,Detchd,1920.0,Unf,1,288.0,TA,TA,Y,0.0,0.0,0.0,0.0,135.7691893038672,0.0,,,,0.0,7.0,2009.0,WD,Abnorml,1
30.0,RL,80.0,26083.508730585632,Pave,,Reg,HLS,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6.0,5.0,1920.0,1950.0,Gable,CompShg,Plywood,VinylSd,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,960.0,821.5704321317075,GasA,TA,Y,SBrkr,1120.0,0.0,0.0,1352.0,0,0,1,1,3,2,TA,7,Typ,1,,BuiltIn,1951.0,Unf,2,529.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2006.0,WD,Normal,0
60.0,RL,,9672.78712025149,Pave,,Reg,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,5.0,7.0,1920.0,1982.0,Hip,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,NA,TA,No,NA,0.0,Unf,0.0,149.21730168421394,0.0,GasA,Ex,Y,SBrkr,715.4309519998408,1109.3897046494849,0.0,1488.0,0,0,1,1,3,1,Gd,6,Typ,1,,Detchd,1940.0,Unf,1,264.0,TA,TA,N,0.0,30.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2006.0,WD,Normal,0
190.0,RL,35.0,4232.872065006889,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4.0,5.0,1919.0,1971.0,Flat,CompShg,HdBoard,VinylSd,,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,378.0,Unf,0.0,179.0,520.0,GasA,Ex,Y,FuseA,672.0,1140.1620261023256,0.0,1324.0,0,0,1,1,2,1,TA,6,Min1,1,,Attchd,1939.0,Unf,2,440.0,TA,TA,P,0.0,142.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2007.0,WD,Normal,1
160.0,RL,53.0,8499.0,Grvl,,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,2fmCon,2Story,4.0,6.0,1941.0,1952.0,Gable,CompShg,MetalSd,VinylSd,,0.0,TA,TA,PConc,TA,TA,No,Rec,0.0,Unf,0.0,893.2966591242583,858.0,GasA,Gd,Y,SBrkr,774.0,960.0,0.0,1486.713047897769,0,0,1,1,3,1,TA,6,Typ,0,NA,Attchd,1997.0,Fin,2,440.0,TA,TA,Y,0.0,88.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2008.0,WD,Normal,0
20.0,FV,80.0,10009.16255480875,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,RRAn,Norm,1Fam,1Story,5.0,5.0,1990.0,1963.0,Gable,CompShg,MetalSd,HdBoard,Stone,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,569.0,Unf,0.0,370.0,997.343148502499,GasA,Ex,Y,SBrkr,804.0,0.0,0.0,792.0008357783495,1,0,1,1,1,1,Gd,4,Typ,0,NA,Attchd,2004.0,Unf,1,280.0,TA,,P,160.0,42.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2006.0,New,Partial,2
20.0,RL,81.0,19957.970647103517,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,Feedr,1Fam,1Story,6.0,4.0,1970.0,1962.0,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,CBlock,Ex,Gd,No,GLQ,732.0,Unf,0.0,811.6420296305603,1416.3493226529265,GasA,Ex,Y,SBrkr,1373.3645617048949,0.0,0.0,1290.0,1,0,2,0,2,1,Gd,5,Min2,0,NA,Attchd,1985.0,Unf,2,484.0,TA,TA,Y,277.0,75.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,2007.0,WD,Normal,1
120.0,FV,65.0,14174.492793137859,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8.0,8.0,1948.0,1970.0,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,Gd,Gd,Gd,,1023.0,Unf,0.0,319.0,1144.0,GasA,Ex,Y,SBrkr,769.1981307547537,1080.4897329128876,0.0,1641.0,1,0,2,1,3,1,Gd,6,Typ,0,NA,,1962.0,Unf,1,315.0,TA,TA,Y,0.0,57.0,0.0,0.0,0.0,0.0,,,,0.0,8.0,2009.0,WD,Normal,4
30.0,RL,68.0,11448.616105284116,Pave,,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5.0,7.0,1953.0,1996.0,Hip,CompShg,VinylSd,Plywood,,233.89828639526505,TA,TA,CBlock,Gd,TA,No,ALQ,633.4174750533027,Unf,0.0,713.0,1574.55419630841,GasA,Ex,Y,SBrkr,1359.1144407461516,0.0,0.0,1374.0,0,0,1,0,3,1,TA,7,Typ,1,,Attchd,1961.0,RFn,2,480.0,TA,TA,Y,144.0,44.0,0.0,0.0,0.0,0.0,,,,0.0,8.0,2008.0,WD,Normal,0
60.0,RL,80.0,8427.851594830001,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,9.0,5.0,2009.0,2008.0,Hip,CompShg,VinylSd,VinylSd,,230.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,900.7081183179406,Unf,0.0,1272.5710136652503,1728.0,GasA,Ex,Y,SBrkr,1800.0,0.0,0.0,1904.937424939757,1,0,2,0,3,1,Ex,7,Typ,1,,Attchd,2007.0,Fin,4,1052.2013417518092,TA,TA,Y,192.0,144.0,0.0,299.5778561305957,0.0,0.0,,,,0.0,7.0,2009.0,WD,Normal,4
50.0,RL,88.0,9675.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,PosN,1Fam,1Story,6.0,4.0,1976.0,1993.0,Gable,CompShg,HdBoard,MetalSd,BrkFace,572.9170650731286,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,1332.2579700582949,1086.0,GasA,TA,Y,SBrkr,1456.0,558.6574008284193,0.0,1986.0,1,0,2,0,3,1,TA,8,Typ,0,,,1991.0,Unf,1,364.0,TA,TA,N,0.0,110.0,0.0,0.0,0.0,0.0,,,,3700.023114771059,11.0,2009.0,WD,Normal,3
20.0,RL,96.0,11723.836103452259,Pave,,Reg,Lvl,AllPub,FR3,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5.0,5.0,1976.0,1975.0,Gable,CompShg,VinylSd,VinylSd,,450.0,TA,TA,PConc,Gd,TA,No,ALQ,0.0,Unf,0.0,1318.603427905257,1437.1760559738389,GasA,Ex,Y,SBrkr,1034.0,0.0,0.0,1250.0,0,0,1,1,4,1,TA,6,Typ,0,NA,,1968.0,Unf,2,576.0,TA,TA,Y,0.0,45.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2008.0,WD,Normal,1
75.0,RM,64.0,3907.0,Pave,,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,2Story,8.0,6.0,2008.0,2005.0,Gable,CompShg,VinylSd,VinylSd,,164.0,Gd,TA,Stone,Gd,TA,No,BLQ,180.0,Unf,0.0,245.0,802.0277762736753,GasA,TA,Y,SBrkr,880.0,712.5209403655841,0.0,1344.0,1,0,2,1,2,1,TA,6,Typ,2,,Attchd,2003.0,RFn,1,440.0,TA,TA,Y,360.43445554259495,0.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2009.0,WD,Normal,3
20.0,RL,63.0,8100.0,Pave,,IR3,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7.0,5.0,2007.0,2005.0,Gable,CompShg,VinylSd,VinylSd,,417.5155427892287,Gd,TA,PConc,Ex,TA,Gd,GLQ,950.405831520249,Unf,0.0,1286.0,1734.0,GasA,Ex,Y,SBrkr,1114.0,0.0,0.0,1299.0,0,0,2,1,3,1,TA,6,Typ,2,Gd,BuiltIn,2008.0,Unf,2,568.1376101035626,TA,TA,Y,160.0,0.0,0.0,0.0,180.0,0.0,,,,0.0,9.0,2007.0,WD,Normal,3
120.0,RL,70.0,11315.888419870196,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,2Story,8.0,5.0,2007.0,2006.0,Gable,CompShg,VinylSd,Plywood,,84.0,Gd,TA,Slab,Ex,TA,No,ALQ,521.0,Unf,0.0,480.0,955.0,GasA,Ex,Y,SBrkr,908.7826856282916,1064.5879453611171,0.0,1851.6390084005268,0,0,2,1,3,1,Gd,8,Typ,2,,Attchd,2006.0,Fin,2,447.0,TA,TA,Y,519.1359537780194,172.0,0.0,0.0,0.0,0.0,,NA,,0.0,3.0,2006.0,WD,Partial,4
20.0,RL,72.0,7200.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6.0,5.0,2005.0,2006.0,Hip,CompShg,MetalSd,ImStucc,,0.0,TA,TA,PConc,Gd,TA,No,GLQ,686.0,Unf,0.0,215.55036978790798,1405.1502776807795,GasA,Ex,Y,SBrkr,1614.0,0.0,0.0,1431.479363147249,1,0,2,0,2,1,TA,5,Typ,0,,Attchd,2005.0,,3,670.0,TA,TA,Y,0.0,21.0,0.0,0.0,0.0,0.0,,,,0.0,10.0,2008.0,WD,Normal,2
60.0,RL,60.0,10480.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAe,Norm,1Fam,1Story,6.0,5.0,1967.0,1977.0,Gable,CompShg,Wd Sdng,Wd Shng,,0.0,Gd,TA,BrkTil,TA,TA,No,GLQ,520.0,Unf,0.0,782.1726418701256,1345.5965876502369,GasA,Ex,Y,SBrkr,1082.0,0.0,0.0,1053.1050112488974,0,0,1,0,2,1,TA,5,Typ,1,,Attchd,1986.0,Unf,2,579.1754882280377,TA,TA,Y,169.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2006.0,WD,Normal,1
60.0,RL,68.0,7750.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,4.0,6.0,1920.0,1950.0,Gable,CompShg,Wd Sdng,VinylSd,Stone,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,LwQ,294.480257646971,92.34424405345436,672.0,GasA,TA,Y,SBrkr,833.0,0.0,0.0,884.243077345943,1,0,1,0,2,1,TA,6,Typ,0,,Detchd,1949.0,Unf,2,370.0,TA,TA,Y,0.0,0.0,192.0,0.0,0.0,0.0,,MnPrv,,0.0,6.0,2010.0,WD,Normal,2
80.0,RL,,5000.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6.0,5.0,1984.0,1991.0,Hip,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,292.0,Unf,0.0,996.3960471508594,1176.0,GasA,Ex,Y,SBrkr,1040.0,972.0,0.0,1768.0,0,0,2,1,4,1,Gd,7,Typ,0,NA,Attchd,1992.0,RFn,2,330.0,TA,TA,Y,104.0,69.0,0.0,0.0,0.0,0.0,,NA,,0.0,10.0,2006.0,WD,Abnorml,3
60.0,RL,110.0,13256.366694509466,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,8.0,5.0,2003.0,2006.0,Gable,CompShg,VinylSd,VinylSd,,346.70126129089425,Gd,TA,CBlock,Gd,TA,Av,GLQ,656.0,Unf,0.0,1204.0,1389.0,GasA,Ex,Y,SBrkr,1040.0,640.0,0.0,1795.4013549421886,1,0,2,1,3,1,Gd,8,Typ,1,,Attchd,2001.0,,3,936.0,TA,TA,Y,89.26189105696676,36.61861038886129,0.0,0.0,0.0,0.0,,,,0.0,5.0,2010.0,WD,Normal,4
60.0,RL,80.0,17871.0,Pave,,IR1,Bnk,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,5.0,5.0,1920.0,1983.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,237.79651224325715,672.0,GasA,TA,N,SBrkr,1284.9878639065764,0.0,0.0,1284.0,0,0,1,0,3,1,TA,7,Mod,0,NA,Attchd,1920.0,Unf,1,388.0,TA,TA,Y,0.0,100.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2006.0,WD,Alloca,0
20.0,RL,63.0,9769.4554110406,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,SLvl,7.0,6.0,1985.0,2006.0,Hip,CompShg,HdBoard,HdBoard,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,536.0,Unf,0.0,676.0,1386.0,GasA,Ex,Y,SBrkr,1009.5964700676668,0.0,0.0,1104.5040685028844,0,1,2,0,2,1,Gd,6,Typ,0,,Attchd,2007.0,Fin,3,616.0,,TA,Y,344.0,36.0,0.0,0.0,0.0,0.0,,NA,,2000.0,3.0,2010.0,WD,Normal,3
20.0,RL,,6950.235282193285,Pave,,IR2,Bnk,AllPub,Inside,Mod,OldTown,Norm,Norm,Twnhs,2Story,8.0,6.0,2006.0,2006.0,Hip,CompShg,HdBoard,HdBoard,,632.0,Gd,TA,BrkTil,Ex,TA,Mn,GLQ,1477.7816256353321,Unf,0.0,115.0,1848.0,GasA,Gd,Y,SBrkr,1718.0,0.0,0.0,1512.0,2,0,2,0,3,1,Ex,7,Typ,2,Gd,,,RFn,2,440.0,TA,TA,Y,140.12678428113676,0.0,0.0,224.22468171372702,0.0,0.0,,,,0.0,5.0,2009.0,WD,Partial,4
120.0,RL,60.0,9000.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,2fmCon,2Story,9.0,7.0,2006.0,2009.0,Gable,CompShg,HdBoard,Plywood,,247.20615396026648,Gd,Gd,CBlock,Ex,TA,Av,GLQ,1039.0,GLQ,498.3440929811878,572.0,1442.2933264693804,GasA,Ex,Y,SBrkr,936.6409939471773,530.2818388595572,0.0,1560.0,0,0,2,1,3,1,Ex,6,Typ,1,,Attchd,1999.0,Fin,2,576.0,TA,TA,Y,0.0,102.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2006.0,WD,Normal,4
